locus_tag	ftype	length_bp	gene	EC_number	COG	product
EBBPGFGJ_01283	CDS	789	aadA	2.7.7.47		Aminoglycoside (3'') (9) adenylyltransferase
EBBPGFGJ_01284	CDS	594				hypothetical protein
EBBPGFGJ_01285	CDS	849	bluR		COG0789	HTH-type transcriptional repressor BluR
EBBPGFGJ_01286	CDS	249				hypothetical protein
EBBPGFGJ_01287	CDS	546	aroQ	5.4.99.5	COG1605	Monofunctional chorismate mutase
EBBPGFGJ_01288	CDS	639	leuE		COG1280	Leucine efflux protein
EBBPGFGJ_01289	CDS	363	yeaR_1		COG3615	putative protein YeaR
EBBPGFGJ_01290	CDS	183	yoaG			Protein YoaG
EBBPGFGJ_01291	CDS	642				hypothetical protein
EBBPGFGJ_01292	CDS	249				hypothetical protein
EBBPGFGJ_01293	CDS	252				hypothetical protein
EBBPGFGJ_01294	CDS	312				hypothetical protein
EBBPGFGJ_01295	CDS	348				hypothetical protein
EBBPGFGJ_01296	CDS	1185	nimT		COG2807	2-nitroimidazole transporter
EBBPGFGJ_01297	CDS	795	nimR		COG2207	HTH-type transcriptional regulator NimR
EBBPGFGJ_01298	CDS	447				hypothetical protein
EBBPGFGJ_01299	CDS	108				hypothetical protein
EBBPGFGJ_01300	CDS	528	proXp-y	3.1.1.-	COG2606	Multifunctional Ser/Thr-tRNA deacylase ProXp-y
EBBPGFGJ_01301	CDS	1494	dgcJ	2.7.7.65	COG2199	putative diguanylate cyclase DgcJ
EBBPGFGJ_01302	CDS	1287				hypothetical protein
EBBPGFGJ_01303	CDS	1935	yeaG	2.7.11.1	COG2766	Serine/threonine kinase YeaG
EBBPGFGJ_01304	CDS	747	mipA		COG3713	MltA-interacting protein
EBBPGFGJ_01305	CDS	1197	chuR_2	1.1.98.7	COG0641	Serine-type anaerobic sulfatase-maturating enzyme
EBBPGFGJ_01306	CDS	849	yeaE	1.1.1.-	COG0656	Methylglyoxal reductase YeaE
EBBPGFGJ_01307	CDS	885	yeaD	5.1.3.15		Putative glucose-6-phosphate 1-epimerase
EBBPGFGJ_01308	CDS	996	gapA	1.2.1.12		Glyceraldehyde-3-phosphate dehydrogenase
EBBPGFGJ_01309	CDS	414	msrB	1.8.4.12	COG0229	Peptide methionine sulfoxide reductase MsrB
EBBPGFGJ_01310	CDS	279				hypothetical protein
EBBPGFGJ_01311	CDS	657	pncA	3.5.1.19	COG1335	Nicotinamidase
EBBPGFGJ_01312	CDS	1089	ansA	3.5.1.1	COG0252	L-asparaginase 1
EBBPGFGJ_01313	CDS	1857	sppA	3.4.21.-	COG0616	Protease 4
EBBPGFGJ_01314	CDS	552	ydjA	1.-.-.-	COG0778	Putative NAD(P)H nitroreductase YdjA
EBBPGFGJ_01315	CDS	1044	selD	2.7.9.3	COG0709	Selenide, water dikinase
EBBPGFGJ_01316	CDS	1950	topB	5.6.2.1	COG0550	DNA topoisomerase 3
EBBPGFGJ_01317	CDS	1344	gdhA_1	1.4.1.4	COG0334	NADP-specific glutamate dehydrogenase
EBBPGFGJ_01318	CDS	276				hypothetical protein
EBBPGFGJ_01319	CDS	417	nudG	3.6.1.65	COG0494	CTP pyrophosphohydrolase
EBBPGFGJ_01320	CDS	879	xthA	3.1.11.2	COG0708	Exodeoxyribonuclease III
EBBPGFGJ_01321	CDS	1227	astC	2.6.1.81		Succinylornithine transaminase
EBBPGFGJ_01322	CDS	1035	astA_2	2.3.1.109		Arginine N-succinyltransferase
EBBPGFGJ_01323	CDS	1479	astD	1.2.1.71		N-succinylglutamate 5-semialdehyde dehydrogenase
EBBPGFGJ_01324	CDS	1344	astB	3.5.3.23		N-succinylarginine dihydrolase
EBBPGFGJ_01325	CDS	969	astE	3.5.1.96		Succinylglutamate desuccinylase
EBBPGFGJ_01326	CDS	216				hypothetical protein
EBBPGFGJ_01327	CDS	486	spy		COG3678	Periplasmic chaperone Spy
EBBPGFGJ_01328	CDS	882	cho	3.1.25.-	COG0322	Excinuclease cho
EBBPGFGJ_01329	CDS	828	nadE	6.3.1.5		NH(3)-dependent NAD(+) synthetase
EBBPGFGJ_01330	CDS	342	osmE		COG2913	Osmotically-inducible putative lipoprotein OsmE
EBBPGFGJ_01331	CDS	321	chbB	2.7.1.196	COG1440	PTS system N,N'-diacetylchitobiose-specific EIIB component
EBBPGFGJ_01332	CDS	1359	chbC		COG1455	PTS system N,N'-diacetylchitobiose-specific EIIC component
EBBPGFGJ_01333	CDS	348	chbA		COG1447	PTS system N,N'-diacetylchitobiose-specific EIIA component
EBBPGFGJ_01334	CDS	840	chbR		COG1917	HTH-type transcriptional regulator ChbR
EBBPGFGJ_01335	CDS	1356	chbF	3.2.1.86	COG1486	6-phospho-beta-glucosidase
EBBPGFGJ_01336	CDS	759	chbG	3.5.1.105	COG3394	Chitooligosaccharide deacetylase ChbG
EBBPGFGJ_01337	CDS	2253	katE	1.11.1.6	COG0753	Catalase HPII
EBBPGFGJ_01338	CDS	243	cedA			Cell division activator CedA
EBBPGFGJ_01339	CDS	1392	tcyP_1		COG1823	L-cystine transporter TcyP
EBBPGFGJ_01340	CDS	600	ydjM		COG1988	Inner membrane protein YdjM
EBBPGFGJ_01341	CDS	669	hxpB	3.1.3.68	COG0637	Hexitol phosphatase B
EBBPGFGJ_01342	CDS	537				hypothetical protein
EBBPGFGJ_01343	CDS	861		2.7.1.-		putative ketoamine kinase
EBBPGFGJ_01344	CDS	291				hypothetical protein
EBBPGFGJ_01345	CDS	933	pfkB	2.7.1.11	COG1105	ATP-dependent 6-phosphofructokinase isozyme 2
EBBPGFGJ_01346	CDS	759				hypothetical protein
EBBPGFGJ_01347	CDS	960				hypothetical protein
EBBPGFGJ_01348	CDS	315				hypothetical protein
EBBPGFGJ_01349	CDS	855	nucA	3.1.30.2		Nuclease
EBBPGFGJ_01350	CDS	1224	rfc			O-antigen polymerase Rfc
EBBPGFGJ_01351	CDS	129				hypothetical protein
EBBPGFGJ_01352	CDS	1929	thrS	6.1.1.3	COG0441	Threonine--tRNA ligase
EBBPGFGJ_01353	CDS	435	infC		COG0290	Translation initiation factor IF-3
EBBPGFGJ_01354	CDS	198	rpmI		COG0291	Large ribosomal subunit protein bL35
EBBPGFGJ_01355	CDS	357	rplT		COG0292	Large ribosomal subunit protein bL20
EBBPGFGJ_01356	CDS	984	pheS	6.1.1.20	COG0016	Phenylalanine--tRNA ligase alpha subunit
EBBPGFGJ_01357	CDS	2388	pheT	6.1.1.20	COG0072	Phenylalanine--tRNA ligase beta subunit
EBBPGFGJ_01358	CDS	300	ihfA		COG0776	Integration host factor subunit alpha
EBBPGFGJ_01359	CDS	981	btuC		COG4139	Vitamin B12 import system permease protein BtuC
EBBPGFGJ_01360	CDS	552	btuE	1.11.1.24	COG0386	Thioredoxin/glutathione peroxidase BtuE
EBBPGFGJ_01361	CDS	750	btuD_3	7.6.2.8	COG4138	Vitamin B12 import ATP-binding protein BtuD
EBBPGFGJ_01362	CDS	465	mepS_1	3.4.-.-	COG0791	Murein DD-endopeptidase MepS/Murein LD-carboxypeptidase
EBBPGFGJ_01363	CDS	714	ydiV_1			Anti-FlhC(2)FlhD(4) factor YdiV
EBBPGFGJ_01364	CDS	1443	ydiU	2.7.7.-		Protein nucleotidyltransferase YdiU
EBBPGFGJ_01365	CDS	192	ydiE		COG4256	putative protein YdiE
EBBPGFGJ_01366	CDS	1047	aroH	2.5.1.54	COG0722	Phospho-2-dehydro-3-deoxyheptonate aldolase, Trp-sensitive
EBBPGFGJ_01367	CDS	834	ppsR	2.7.11.33	COG1806	Phosphoenolpyruvate synthase regulatory protein
EBBPGFGJ_01368	CDS	2379	ppsA	2.7.9.2	COG0574	Phosphoenolpyruvate synthase
EBBPGFGJ_01369	CDS	1641	fadK	6.2.1.-	COG0318	Medium-chain fatty-acid--CoA ligase
EBBPGFGJ_01370	CDS	294	fixX_2		COG2440	Ferredoxin-like protein FixX
EBBPGFGJ_01371	CDS	1287	dadA_1	1.4.99.-		D-amino acid dehydrogenase
EBBPGFGJ_01372	CDS	936	fixB_2		COG2025	Protein FixB
EBBPGFGJ_01373	CDS	765	fixA_2		COG2086	Protein FixA
EBBPGFGJ_01374	CDS	891	rhaS_1			HTH-type transcriptional activator RhaS
EBBPGFGJ_01375	CDS	1152	caiA_2	1.3.8.13	COG1960	Crotonobetainyl-CoA reductase
EBBPGFGJ_01376	CDS	1596	ydiF	2.8.3.8	COG4670	Acetate CoA-transferase YdiF
EBBPGFGJ_01377	CDS	759	aroD	4.2.1.10		3-dehydroquinate dehydratase
EBBPGFGJ_01378	CDS	867	ydiB	1.1.1.282		Quinate/shikimate dehydrogenase
EBBPGFGJ_01379	CDS	1236	ydiN		COG2271	Inner membrane transport protein YdiN
EBBPGFGJ_01380	CDS	1212	ydiM		COG0738	Inner membrane transport protein YdiM
EBBPGFGJ_01381	CDS	360				hypothetical protein
EBBPGFGJ_01382	CDS	1119	ydiK		COG0628	Putative transport protein YdiK
EBBPGFGJ_01383	CDS	3057	ydiJ	1.1.99.39	COG0247	D-2-hydroxyglutarate dehydrogenase
EBBPGFGJ_01384	CDS	411	menI	3.1.2.28	COG2050	1,4-dihydroxy-2-naphthoyl-CoA hydrolase
EBBPGFGJ_01385	CDS	189				hypothetical protein
EBBPGFGJ_01386	CDS	1347	tcyP_2		COG1823	L-cystine transporter TcyP
EBBPGFGJ_01387	CDS	369	sufA		COG0316	Iron-sulfur cluster assembly protein SufA
EBBPGFGJ_01388	CDS	1488	sufB		COG0719	Iron-sulfur cluster assembly protein SufB
EBBPGFGJ_01389	CDS	747	sufC		COG0396	putative ATP-dependent transporter SufC
EBBPGFGJ_01390	CDS	1272	sufD		COG0719	Iron-sulfur cluster assembly protein SufD
EBBPGFGJ_01391	CDS	1221	sufS	2.8.1.7	COG0520	Cysteine desulfurase
EBBPGFGJ_01392	CDS	417	sufE			Cysteine desulfuration protein SufE
EBBPGFGJ_01393	CDS	1002	ynhG	2.-.-.-	COG1376	putative L,D-transpeptidase YnhG
EBBPGFGJ_01394	CDS	213				hypothetical protein
EBBPGFGJ_01395	CDS	237	lpp1			Major outer membrane lipoprotein Lpp 1
EBBPGFGJ_01396	CDS	1413	pykF	2.7.1.40		Pyruvate kinase I
EBBPGFGJ_01397	CDS	1344	puuP		COG0531	Putrescine importer PuuP
EBBPGFGJ_01398	CDS	894	laaA	3.5.1.101		L-amino acid amidase
EBBPGFGJ_01399	CDS	738				hypothetical protein
EBBPGFGJ_01400	CDS	1227	deoK_1	2.7.1.15		Deoxyribokinase
EBBPGFGJ_01401	CDS	3063	ttrA	1.8.-.-		Tetrathionate reductase subunit A
EBBPGFGJ_01402	CDS	1023	ttrC			Tetrathionate reductase subunit C
EBBPGFGJ_01403	CDS	735	ttrB			Tetrathionate reductase subunit B
EBBPGFGJ_01404	CDS	1779	ttrS	2.7.13.3		Tetrathionate sensor histidine kinase TtrS
EBBPGFGJ_01405	CDS	621	ttrR			Tetrathionate response regulatory protein TtrR
EBBPGFGJ_01406	CDS	213	fumD	4.2.1.2		Fumarase D
EBBPGFGJ_01407	CDS	960				hypothetical protein
EBBPGFGJ_01408	CDS	729	mlrA_1		COG0789	HTH-type transcriptional regulator MlrA
EBBPGFGJ_01409	CDS	639	ssrB			Response regulator SsrB
EBBPGFGJ_01410	CDS	2763	ssrA	2.7.13.3		Sensor histidine kinase SsrA
EBBPGFGJ_01411	CDS	384	spiC			Salmonella pathogenicity island 2 protein C
EBBPGFGJ_01412	CDS	1494	sctC2			SPI-2 type 3 secretion system secretin
EBBPGFGJ_01413	CDS	1212				hypothetical protein
EBBPGFGJ_01414	CDS	243				hypothetical protein
EBBPGFGJ_01415	CDS	324	sseA_1			Type III secretion system chaperone SseA
EBBPGFGJ_01416	CDS	591	sseB			Secreted effector protein SseB
EBBPGFGJ_01417	CDS	474				hypothetical protein
EBBPGFGJ_01418	CDS	1455	sctE2			SPI-2 type 3 secretion system translocon protein SctE
EBBPGFGJ_01419	CDS	588	sctB2			SPI-2 type 3 secretion system translocon protein SctB
EBBPGFGJ_01420	CDS	417				hypothetical protein
EBBPGFGJ_01421	CDS	429				hypothetical protein
EBBPGFGJ_01422	CDS	783				hypothetical protein
EBBPGFGJ_01423	CDS	690				hypothetical protein
EBBPGFGJ_01424	CDS	216	sctF2			SPI-2 type 3 secretion system needle filament protein
EBBPGFGJ_01425	CDS	291				hypothetical protein
EBBPGFGJ_01426	CDS	264				hypothetical protein
EBBPGFGJ_01427	CDS	750	ssaJ			Secretion system apparatus lipoprotein SsaJ
EBBPGFGJ_01428	CDS	252				hypothetical protein
EBBPGFGJ_01429	CDS	675	sctL2			SPI-2 type 3 secretion system stator protein
EBBPGFGJ_01430	CDS	993				hypothetical protein
EBBPGFGJ_01431	CDS	369	ssaM			Secretion system apparatus protein SsaM
EBBPGFGJ_01432	CDS	2046	ssaV			Secretion system apparatus protein SsaV
EBBPGFGJ_01433	CDS	1302	sctN2	7.4.2.8		SPI-2 type 3 secretion system ATPase
EBBPGFGJ_01434	CDS	378				hypothetical protein
EBBPGFGJ_01435	CDS	375	ssaP			Secretion system apparatus protein SsaP
EBBPGFGJ_01436	CDS	969				hypothetical protein
EBBPGFGJ_01437	CDS	648	yscR			Virulence protein YscR
EBBPGFGJ_01438	CDS	267	spaQ_1			Surface presentation of antigens protein SpaQ
EBBPGFGJ_01439	CDS	780	spaR_1			Surface presentation of antigens protein SpaR
EBBPGFGJ_01440	CDS	1059	yscU		COG4792	Yop proteins translocation protein U
EBBPGFGJ_01441	tRNA	77				tRNA-Val(gac)
EBBPGFGJ_01442	tRNA	77				tRNA-Val(gac)
EBBPGFGJ_01443	CDS	1374	mdtK		COG0534	Multidrug resistance protein MdtK
EBBPGFGJ_01444	CDS	642	ribC	2.5.1.9	COG0307	Riboflavin synthase
EBBPGFGJ_01445	CDS	1149	cfa	2.1.1.79	COG2230	Cyclopropane-fatty-acyl-phospholipid synthase
EBBPGFGJ_01446	CDS	1206	punC		COG2814	Purine nucleoside transporter
EBBPGFGJ_01447	CDS	933	punR		COG0583	HTH-type transcriptional regulator PunR
EBBPGFGJ_01448	CDS	1026	purR		COG1609	HTH-type transcriptional repressor PurR
EBBPGFGJ_01449	CDS	90	ynhF			putative protein YnhF
EBBPGFGJ_01450	CDS	582	sodB	1.15.1.1	COG0605	Superoxide dismutase [Fe]
EBBPGFGJ_01451	CDS	822	mepH	3.4.-.-	COG0791	Murein DD-endopeptidase MepH
EBBPGFGJ_01452	CDS	348	grxD		COG0278	Glutaredoxin 4
EBBPGFGJ_01453	CDS	648	rnt	3.1.13.-	COG0847	Ribonuclease T
EBBPGFGJ_01454	CDS	408	gloA	4.4.1.5	COG0346	Lactoylglutathione lyase
EBBPGFGJ_01455	CDS	1098	nemA	1.3.1.-	COG1902	N-ethylmaleimide reductase
EBBPGFGJ_01456	CDS	600	nemR		COG1309	HTH-type transcriptional repressor NemR
EBBPGFGJ_01457	CDS	240				hypothetical protein
EBBPGFGJ_01458	CDS	897	ydhF	1.-.-.-	COG4989	Oxidoreductase YdhF
EBBPGFGJ_01459	CDS	522	sodC	1.15.1.1	COG2032	Superoxide dismutase [Cu-Zn]
EBBPGFGJ_01460	CDS	2040	aaeB_1			p-hydroxybenzoic acid efflux pump subunit AaeB
EBBPGFGJ_01461	CDS	861	aaeA_1		COG1566	p-hydroxybenzoic acid efflux pump subunit AaeA
EBBPGFGJ_01462	CDS	237				hypothetical protein
EBBPGFGJ_01463	CDS	435	slyA			Transcriptional regulator SlyA
EBBPGFGJ_01464	CDS	468	slyB			Outer membrane lipoprotein SlyB
EBBPGFGJ_01465	CDS	1122	anmK	2.7.1.170	COG2377	Anhydro-N-acetylmuramic acid kinase
EBBPGFGJ_01466	CDS	363	mliC		COG3895	Membrane-bound lysozyme inhibitor of C-type lysozyme
EBBPGFGJ_01467	CDS	657	pdxH	1.4.3.5	COG0259	Pyridoxine/pyridoxamine 5'-phosphate oxidase
EBBPGFGJ_01468	CDS	1275	tyrS	6.1.1.1	COG0162	Tyrosine--tRNA ligase
EBBPGFGJ_01469	CDS	861	pdxY	2.7.1.35	COG2240	Pyridoxal kinase PdxY
EBBPGFGJ_01470	CDS	606	gstA	2.5.1.18	COG0625	Glutathione S-transferase GstA
EBBPGFGJ_01471	CDS	1506	dtpA			Dipeptide and tripeptide permease A
EBBPGFGJ_01472	CDS	636	nth	4.2.99.18	COG0177	Endonuclease III
EBBPGFGJ_01473	CDS	693	rsxE	7.-.-.-	COG4660	Ion-translocating oxidoreductase complex subunit E
EBBPGFGJ_01474	CDS	621	rsxG	7.-.-.-	COG4659	Ion-translocating oxidoreductase complex subunit G
EBBPGFGJ_01475	CDS	1059	rsxD	7.-.-.-	COG4658	Ion-translocating oxidoreductase complex subunit D
EBBPGFGJ_01476	CDS	2208	rsxC	7.-.-.-	COG4656	Ion-translocating oxidoreductase complex subunit C
EBBPGFGJ_01477	CDS	579	rsxB_2	7.-.-.-	COG2878	Ion-translocating oxidoreductase complex subunit B
EBBPGFGJ_01478	CDS	582	rsxA	7.-.-.-	COG4657	Ion-translocating oxidoreductase complex subunit A
EBBPGFGJ_01479	CDS	441	ydgK			Inner membrane protein YdgK
EBBPGFGJ_01480	CDS	216	ydgT			Transcription modulator YdgT
EBBPGFGJ_01481	CDS	1041	ydgJ	1.-.-.-	COG0673	putative oxidoreductase YdgJ
EBBPGFGJ_01482	CDS	1002	add	3.5.4.4		Adenosine deaminase
EBBPGFGJ_01483	CDS	1509	ydgA		COG5339	Protein YdgA
EBBPGFGJ_01484	CDS	1176	manA	5.3.1.8		Mannose-6-phosphate isomerase
EBBPGFGJ_01485	CDS	1647	fumA	4.2.1.2	COG1838	Fumarate hydratase class I, aerobic
EBBPGFGJ_01486	CDS	1404	fumC	4.2.1.2	COG0114	Fumarate hydratase class II
EBBPGFGJ_01487	CDS	930	tus			DNA replication terminus site-binding protein
EBBPGFGJ_01488	CDS	1302	rstB	2.7.13.3	COG2205	Sensor protein RstB
EBBPGFGJ_01489	CDS	1701	nfdA	3.5.1.91		N-substituted formamide deformylase
EBBPGFGJ_01490	CDS	1134	ompN_1		COG3203	Outer membrane porin N
EBBPGFGJ_01491	CDS	732	rstA		COG0745	Transcriptional regulatory protein RstA
EBBPGFGJ_01492	CDS	336	ydgC		COG3136	Inner membrane protein YdgC
EBBPGFGJ_01493	CDS	1383	ydgI		COG0531	Putative arginine/ornithine antiporter
EBBPGFGJ_01494	CDS	945	ydgH			Protein YdgH
EBBPGFGJ_01495	CDS	1530	pntA	7.1.1.1	COG3288	NAD(P) transhydrogenase subunit alpha
EBBPGFGJ_01496	CDS	1389	pntB	7.1.1.1	COG1282	NAD(P) transhydrogenase subunit beta
EBBPGFGJ_01497	CDS	1035	tqsA		COG0628	AI-2 transport protein TqsA
EBBPGFGJ_01498	CDS	363	mdtJ		COG2076	Spermidine export protein MdtJ
EBBPGFGJ_01499	CDS	330	mdtI		COG2076	Spermidine export protein MdtI
EBBPGFGJ_01500	CDS	822	ydgD	3.4.21.-	COG3591	putative serine protease YdgD
EBBPGFGJ_01501	CDS	249	asr			Acid shock protein
EBBPGFGJ_01502	CDS	1254	ynfM_2		COG2814	Inner membrane transport protein YnfM
EBBPGFGJ_01503	CDS	900	benM_1		COG0583	HTH-type transcriptional regulator BenM
EBBPGFGJ_01504	CDS	1221	mlc		COG1940	DNA-binding transcriptional repressor Mlc
EBBPGFGJ_01505	CDS	696	bioD1_2	6.3.3.3	COG0132	ATP-dependent dethiobiotin synthetase BioD 1
EBBPGFGJ_01506	CDS	1254	clcB		COG0038	Voltage-gated ClC-type chloride channel ClcB
EBBPGFGJ_01507	CDS	1149	osmV	7.6.2.-		Osmoprotectant import ATP-binding protein OsmV
EBBPGFGJ_01508	CDS	648	osmW			Osmoprotectant import permease protein OsmW
EBBPGFGJ_01509	CDS	903	osmX			Osmoprotectant-binding protein OsmX
EBBPGFGJ_01510	CDS	711	osmY_1			Osmoprotectant import permease protein OsmY
EBBPGFGJ_01511	CDS	615	dmsD_1			Tat proofreading chaperone DmsD
EBBPGFGJ_01512	CDS	858	dmsC_2		COG3302	Anaerobic dimethyl sulfoxide reductase chain C
EBBPGFGJ_01513	CDS	618	dmsB_2		COG0437	Anaerobic dimethyl sulfoxide reductase chain B
EBBPGFGJ_01514	CDS	2436	ynfF	1.8.99.-	COG0243	putative dimethyl sulfoxide reductase chain YnfF
EBBPGFGJ_01515	CDS	2439	ynfE_2	1.8.99.-	COG0243	Putative dimethyl sulfoxide reductase chain YnfE
EBBPGFGJ_01516	CDS	306	ynfD			putative protein YnfD
EBBPGFGJ_01517	CDS	720				hypothetical protein
EBBPGFGJ_01518	CDS	561	speG	2.3.1.57	COG1670	Spermidine N(1)-acetyltransferase
EBBPGFGJ_01519	CDS	342				hypothetical protein
EBBPGFGJ_01520	CDS	336				hypothetical protein
EBBPGFGJ_01521	CDS	1215	rspA_1	4.2.1.-		D-galactonate dehydratase family member RspA
EBBPGFGJ_01522	CDS	1020	rspB	1.1.1.-	COG1063	Starvation-sensing protein RspB
EBBPGFGJ_01523	CDS	978	ydfJ_1		COG0477	Putative transporter YdfJ
EBBPGFGJ_01524	CDS	399	ydfJ_2		COG0477	Putative transporter YdfJ
EBBPGFGJ_01525	CDS	1467	por_1	1.1.1.-	COG0246	Polyol:NADP oxidoreductase
EBBPGFGJ_01526	CDS	204	ydfZ			Putative selenoprotein YdfZ
EBBPGFGJ_01527	CDS	687	rspR		COG1802	HTH-type transcriptional repressor RspR
EBBPGFGJ_01528	CDS	747	ydfG	1.1.1.381	COG4221	NADP-dependent 3-hydroxy acid dehydrogenase YdfG
EBBPGFGJ_01529	CDS	2043	dcp	3.4.15.5		Dipeptidyl carboxypeptidase
EBBPGFGJ_01530	CDS	183				Putative virulence-regulating protein
EBBPGFGJ_01531	CDS	528	pncC_1	3.5.1.42	COG1546	Nicotinamide-nucleotide amidohydrolase PncC
EBBPGFGJ_01532	CDS	393	ygiW_1		COG3111	Protein YgiW
EBBPGFGJ_01533	CDS	96	mgtS			Small protein MgtS
EBBPGFGJ_01534	CDS	1188	mdrP			Na(+), Li(+), K(+)/H(+) antiporter
EBBPGFGJ_01535	CDS	900	eamA		COG0697	putative amino-acid metabolite efflux pump
EBBPGFGJ_01536	CDS	210				hypothetical protein
EBBPGFGJ_01537	CDS	384	marA			Multiple antibiotic resistance protein MarA
EBBPGFGJ_01538	CDS	435	marR		COG1846	Multiple antibiotic resistance protein MarR
EBBPGFGJ_01539	CDS	666				hypothetical protein
EBBPGFGJ_01540	CDS	1191	sotB		COG2814	Sugar efflux transporter
EBBPGFGJ_01541	CDS	873	gltR		COG0583	HTH-type transcriptional regulator GltR
EBBPGFGJ_01542	CDS	1389	sad_1	1.2.1.16	COG1012	Succinate semialdehyde dehydrogenase [NAD(P)+] Sad
EBBPGFGJ_01543	CDS	927	glsA2	3.5.1.2	COG2066	Glutaminase 2
EBBPGFGJ_01544	CDS	360				hypothetical protein
EBBPGFGJ_01545	CDS	948				hypothetical protein
EBBPGFGJ_01546	CDS	528				hypothetical protein
EBBPGFGJ_01547	CDS	1119	ompC_1			Outer membrane porin C
EBBPGFGJ_01548	CDS	342	hybF_1		COG0375	Hydrogenase maturation factor HybF
EBBPGFGJ_01549	CDS	888				hypothetical protein
EBBPGFGJ_01550	CDS	1062	norV_1			Anaerobic nitric oxide reductase flavorubredoxin
EBBPGFGJ_01551	CDS	411				hypothetical protein
EBBPGFGJ_01552	CDS	300				hypothetical protein
EBBPGFGJ_01553	CDS	609	hyaD_1	3.4.23.-	COG0680	Hydrogenase 1 maturation protease
EBBPGFGJ_01554	CDS	675	hyaC_1		COG1969	putative Ni/Fe-hydrogenase 1 B-type cytochrome subunit
EBBPGFGJ_01555	CDS	1803	hyaB_1	1.12.99.6	COG0374	Hydrogenase-1 large chain
EBBPGFGJ_01556	CDS	1104	hoxK	1.12.99.6	COG1740	Uptake hydrogenase small subunit
EBBPGFGJ_01557	CDS	153				hypothetical protein
EBBPGFGJ_01558	CDS	1089				hypothetical protein
EBBPGFGJ_01559	CDS	672	pdhR_2		COG2186	Pyruvate dehydrogenase complex repressor
EBBPGFGJ_01560	CDS	1026	yjmD	1.-.-.-	COG1063	putative zinc-type alcohol dehydrogenase-like protein YjmD
EBBPGFGJ_01561	CDS	1287	exuT_1		COG2271	Hexuronate transporter
EBBPGFGJ_01562	CDS	1491				hypothetical protein
EBBPGFGJ_01563	CDS	1242	tetA			Tetracycline resistance protein, class C
EBBPGFGJ_01564	CDS	1509	tetX	1.14.13.231		Flavin-dependent monooxygenase
EBBPGFGJ_01565	CDS	489				hypothetical protein
EBBPGFGJ_01566	CDS	1080	queA_2	2.4.99.17	COG0809	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
EBBPGFGJ_01567	CDS	390	yjgH		COG0251	RutC family protein YjgH
EBBPGFGJ_01568	CDS	285	relE_1	3.1.-.-	COG2026	mRNA interferase toxin RelE
EBBPGFGJ_01569	CDS	249				hypothetical protein
EBBPGFGJ_01570	CDS	333				hypothetical protein
EBBPGFGJ_01571	CDS	930				hypothetical protein
EBBPGFGJ_01572	CDS	354				ISNCY family transposase ISBcen27
EBBPGFGJ_01573	CDS	198				hypothetical protein
EBBPGFGJ_01574	CDS	1464				hypothetical protein
EBBPGFGJ_01575	CDS	981	galS_1		COG1609	HTH-type transcriptional regulator GalS
EBBPGFGJ_01576	CDS	1452	mleN		COG1757	Malate-2H(+)/Na(+)-lactate antiporter
EBBPGFGJ_01577	CDS	1203	patB	4.4.1.13	COG1168	Cystathionine beta-lyase PatB
EBBPGFGJ_01578	CDS	2076	glgX_1	3.2.1.-	COG1523	Glycogen operon protein GlgX 
EBBPGFGJ_01579	CDS	2529	treY	5.4.99.15		Maltooligosyl trehalose synthase
EBBPGFGJ_01580	CDS	1785	treZ	3.2.1.141	COG0296	Malto-oligosyltrehalose trehalohydrolase
EBBPGFGJ_01581	CDS	786				hypothetical protein
EBBPGFGJ_01582	CDS	330	hdeB			Acid stress chaperone HdeB
EBBPGFGJ_01583	CDS	432	osmC	1.11.1.-	COG1764	Peroxiredoxin OsmC
EBBPGFGJ_01584	CDS	216	bdm			Protein bdm
EBBPGFGJ_01585	CDS	144	sra			Stationary-phase-induced ribosome-associated protein
EBBPGFGJ_01586	CDS	1698	maeA	1.1.1.38	COG0281	NAD-dependent malic enzyme
EBBPGFGJ_01587	CDS	1011	adhP	1.1.1.1	COG1064	Alcohol dehydrogenase, propanol-preferring
EBBPGFGJ_01588	CDS	657	fdnI		COG2864	Formate dehydrogenase, nitrate-inducible, cytochrome b556(Fdn) subunit
EBBPGFGJ_01589	CDS	885	fdnH_1		COG0437	Formate dehydrogenase, nitrate-inducible, iron-sulfur subunit
EBBPGFGJ_01590	CDS	2412	fdnG_1	1.17.5.3	COG0243	Formate dehydrogenase, nitrate-inducible, major subunit
EBBPGFGJ_01591	CDS	588	fdnG_2	1.17.5.3	COG0243	Formate dehydrogenase, nitrate-inducible, major subunit
EBBPGFGJ_01592	CDS	882	yddG			Aromatic amino acid exporter YddG
EBBPGFGJ_01593	CDS	1089	ompD			Outer membrane porin OmpD
EBBPGFGJ_01594	CDS	441				hypothetical protein
EBBPGFGJ_01595	CDS	1488	smvA			Methyl viologen resistance protein SmvA
EBBPGFGJ_01596	CDS	579				hypothetical protein
EBBPGFGJ_01597	CDS	1389	narU		COG2223	Nitrate/nitrite transporter NarU
EBBPGFGJ_01598	CDS	3741	narZ	1.7.5.1	COG5013	Respiratory nitrate reductase 2 alpha chain
EBBPGFGJ_01599	CDS	1545	narY	1.7.5.1	COG1140	Respiratory nitrate reductase 2 beta chain
EBBPGFGJ_01600	CDS	696	narW		COG2180	putative nitrate reductase molybdenum cofactor assembly chaperone NarW
